<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,3
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,2
RTS,0,240506,123215,114640,6
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,7
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,3
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,28
RTS,0,240506,123215,114620,3
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,7
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,3
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,4
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,9
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,25
RTS,0,240506,123215,114600,2
RTS,0,240506,123215,114600,3
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,3
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114580,2
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,3
RTS,0,240506,123215,114580,7
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,3
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,21
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114700,1
RTS,0,240506,123215,114700,1
RTS,0,240506,123215,114510,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,5
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114670,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,3
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114650,4
RTS,0,240506,123215,114660,8
RTS,0,240506,123215,114660,14
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,2
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,2
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,3
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,2
RTS,0,240506,123215,114700,1
RTS,0,240506,123215,114690,5
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,3
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,3
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114670,4
RTS,0,240506,123215,114670,10
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114700,1
RTS,0,240506,123215,114700,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114670,3
RTS,0,240506,123215,114660,4
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,1
RTS,0,240506,123215,114660,3
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,3
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114640,2
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,3
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,2
RTS,0,240506,123215,114680,3
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114690,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,2
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,3
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114670,1
RTS,0,240506,123215,114680,2
RTS,0,240506,123215,114680,3
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114680,3
RTS,0,240506,123215,114680,2
RTS,0,240506,123215,114680,2
RTS,0,240506,123215,114680,1
RTS,0,240506,123215,114670,2
RTS,0,240506,123215,114670,3
RTS,0,240506,123215,114660,3
RTS,0,240506,123215,114660,4
RTS,0,240506,123215,114650,3
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114650,1
RTS,0,240506,123215,114640,3
RTS,0,240506,123215,114640,3
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114620,4
RTS,0,240506,123215,114620,3
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,3
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114600,3
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114590,3
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114580,3
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114570,3
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114560,3
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,3
RTS,0,240506,123215,114540,7
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,3
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,3
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114520,7
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,3
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114510,1
RTS,0,240506,123215,114510,1
RTS,0,240506,123215,114510,2
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114510,3
RTS,0,240506,123215,114510,1
RTS,0,240506,123215,114510,3
RTS,0,240506,123215,114510,1
RTS,0,240506,123215,114510,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,5
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,2
RTS,0,240506,123215,114500,3
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114500,1
RTS,0,240506,123215,114490,20
RTS,0,240506,123215,114490,2
RTS,0,240506,123215,114490,1
RTS,0,240506,123215,114490,2
RTS,0,240506,123215,114490,1
RTS,0,240506,123215,114490,1
RTS,0,240506,123215,114490,1
RTS,0,240506,123215,114480,1
RTS,0,240506,123215,114590,3
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,2
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114620,3
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114630,9
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114620,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,5
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114580,3
RTS,0,240506,123215,114560,3
RTS,0,240506,123215,114560,3
RTS,0,240506,123215,114550,3
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,2
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,3
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114530,3
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114520,3
RTS,0,240506,123215,114520,1
RTS,0,240506,123215,114510,3
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114620,3
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114620,2
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,4
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114610,9
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114580,2
RTS,0,240506,123215,114570,2
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114620,2
RTS,0,240506,123215,114540,2
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114530,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114600,2
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,3
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114540,1
RTS,0,240506,123215,114570,3
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,2
RTS,0,240506,123215,114560,2
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114560,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,2
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114580,2
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114600,2
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114570,3
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114550,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,3
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114610,3
RTS,0,240506,123215,114610,3
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,2
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,2
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114600,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114570,2
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,3
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,3
RTS,0,240506,123215,114580,3
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114610,3
RTS,0,240506,123215,114610,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,3
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114640,3
RTS,0,240506,123215,114640,3
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114590,2
RTS,0,240506,123215,114590,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,1
RTS,0,240506,123215,114580,3
RTS,0,240506,123215,114580,3
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,3
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114570,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114620,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114640,2
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,1
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114610,2
RTS,0,240506,123215,114630,2
RTS,0,240506,123215,114630,3
RTS,0,240506,123215,114640,1
RTS,0,240506,123215,114640,2
RTS,0,240506,123215,114630,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114630,3
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114600,3
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114600,3
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114610,3
RTS,0,240506,123216,114620,3
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,5
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,2
RTS,0,240506,123216,114620,4
RTS,0,240506,123216,114600,2
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114630,2
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,2
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114650,2
RTS,0,240506,123216,114650,2
RTS,0,240506,123216,114650,3
RTS,0,240506,123216,114650,1
RTS,0,240506,123216,114650,1
RTS,0,240506,123216,114650,1
RTS,0,240506,123216,114650,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114610,2
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114640,1
RTS,0,240506,123216,114650,2
RTS,0,240506,123216,114650,1
RTS,0,240506,123216,114660,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114610,4
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114630,1
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114620,2
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,3
RTS,0,240506,123216,114590,4
RTS,0,240506,123216,114580,2
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114580,3
RTS,0,240506,123216,114580,2
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114570,2
RTS,0,240506,123216,114610,2
RTS,0,240506,123216,114610,2
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114620,2
RTS,0,240506,123216,114610,2
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114620,3
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114620,1
RTS,0,240506,123216,114620,3
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114590,1
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114580,1
RTS,0,240506,123216,114580,3
RTS,0,240506,123216,114580,2
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114600,1
RTS,0,240506,123216,114600,3
RTS,0,240506,123216,114600,2
RTS,0,240506,123216,114610,1
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114570,1
RTS,0,240506,123216,114590,2
RTS,0,240506,123216,114590,3
