<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
RTS,0,240506,090000,115420,1
RTS,0,240506,090000,115420,1
RTS,0,240506,090000,115420,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115420,2
RTS,0,240506,090000,115410,3
RTS,0,240506,090000,115410,3
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,3
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115410,1
RTS,0,240506,090000,115400,1
RTS,0,240506,090000,115400,1
RTS,0,240506,090000,115400,1
RTS,0,240506,090000,115390,1
RTS,0,240506,090000,115390,1
RTS,0,240506,090000,115390,1
RTS,0,240506,090000,115390,1
RTS,0,240506,090000,115380,1
RTS,0,240506,090000,115380,1
RTS,0,240506,090000,115380,1
RTS,0,240506,090000,115380,1
RTS,0,240506,090000,115380,1
RTS,0,240506,090000,115370,3
RTS,0,240506,090000,115380,1
RTS,0,240506,090000,115370,1
RTS,0,240506,090000,115430,1
RTS,0,240506,090000,115370,1
RTS,0,240506,090000,115370,1
RTS,0,240506,090000,115370,1
RTS,0,240506,090000,115370,2
RTS,0,240506,090000,115370,4
RTS,0,240506,090000,115370,2
RTS,0,240506,090000,115370,1
RTS,0,240506,090000,115360,1
RTS,0,240506,090000,115360,1
RTS,0,240506,090000,115430,2
RTS,0,240506,090000,115360,2
RTS,0,240506,090000,115350,1
RTS,0,240506,090000,115340,1
RTS,0,240506,090001,115340,1
RTS,0,240506,090001,115340,2
RTS,0,240506,090001,115340,1
RTS,0,240506,090001,115340,1
RTS,0,240506,090001,115340,7
RTS,0,240506,090001,115340,6
RTS,0,240506,090001,115430,1
RTS,0,240506,090002,115380,2
RTS,0,240506,090002,115380,1
RTS,0,240506,090002,115330,1
RTS,0,240506,090002,115330,1
RTS,0,240506,090002,115330,1
RTS,0,240506,090002,115330,1
RTS,0,240506,090002,115330,2
RTS,0,240506,090002,115330,1
RTS,0,240506,090002,115330,4
RTS,0,240506,090002,115330,8
RTS,0,240506,090003,115340,1
RTS,0,240506,090003,115330,3
RTS,0,240506,090003,115390,1
RTS,0,240506,090003,115370,2
RTS,0,240506,090010,115330,1
RTS,0,240506,090010,115340,1
RTS,0,240506,090012,115330,3
RTS,0,240506,090013,115340,2
RTS,0,240506,090014,115330,6
RTS,0,240506,090014,115350,2
RTS,0,240506,090014,115340,1
RTS,0,240506,090014,115350,2
RTS,0,240506,090017,115380,2
RTS,0,240506,090018,115390,2
RTS,0,240506,090029,115370,1
RTS,0,240506,090033,115380,1
RTS,0,240506,090041,115380,1
RTS,0,240506,090041,115370,1
RTS,0,240506,090041,115370,2
RTS,0,240506,090041,115360,1
RTS,0,240506,090041,115350,1
RTS,0,240506,090041,115350,3
RTS,0,240506,090041,115350,3
RTS,0,240506,090041,115350,1
RTS,0,240506,090042,115350,1
RTS,0,240506,090042,115350,1
RTS,0,240506,090043,115380,1
RTS,0,240506,090045,115350,1
RTS,0,240506,090045,115350,1
RTS,0,240506,090046,115350,1
RTS,0,240506,090046,115350,1
RTS,0,240506,090047,115350,2
RTS,0,240506,090052,115350,1
RTS,0,240506,090052,115350,4
RTS,0,240506,090053,115350,3
RTS,0,240506,090053,115350,2
RTS,0,240506,090054,115350,1
RTS,0,240506,090054,115350,4
RTS,0,240506,090054,115350,3
RTS,0,240506,090055,115350,3
RTS,0,240506,090056,115350,4
RTS,0,240506,090107,115380,1
RTS,0,240506,090107,115350,5
RTS,0,240506,090107,115350,4
RTS,0,240506,090108,115380,1
RTS,0,240506,090117,115350,1
RTS,0,240506,090120,115350,2
RTS,0,240506,090124,115380,1
RTS,0,240506,090126,115390,3
RTS,0,240506,090126,115390,1
RTS,0,240506,090126,115390,1
RTS,0,240506,090126,115390,1
RTS,0,240506,090126,115400,3
RTS,0,240506,090126,115400,4
RTS,0,240506,090126,115400,1
RTS,0,240506,090126,115400,1
RTS,0,240506,090126,115410,1
RTS,0,240506,090128,115390,1
RTS,0,240506,090128,115390,1
RTS,0,240506,090128,115380,1
RTS,0,240506,090128,115380,1
RTS,0,240506,090128,115380,1
RTS,0,240506,090131,115410,2
RTS,0,240506,090133,115410,1
RTS,0,240506,090133,115390,1
RTS,0,240506,090133,115390,1
RTS,0,240506,090133,115390,2
RTS,0,240506,090133,115390,1
RTS,0,240506,090137,115390,2
RTS,0,240506,090137,115390,1
RTS,0,240506,090139,115390,1
RTS,0,240506,090139,115380,2
RTS,0,240506,090140,115420,3
RTS,0,240506,090140,115420,1
RTS,0,240506,090145,115410,1
RTS,0,240506,090155,115400,1
RTS,0,240506,090155,115410,1
RTS,0,240506,090200,115390,1
RTS,0,240506,090203,115390,1
RTS,0,240506,090203,115390,1
RTS,0,240506,090204,115390,1
RTS,0,240506,090204,115390,4
RTS,0,240506,090204,115390,6
RTS,0,240506,090204,115390,3
RTS,0,240506,090204,115390,4
RTS,0,240506,090204,115390,4
RTS,0,240506,090204,115390,3
RTS,0,240506,090204,115390,4
RTS,0,240506,090204,115390,1
RTS,0,240506,090204,115390,4
RTS,0,240506,090204,115400,7
RTS,0,240506,090204,115400,1
RTS,0,240506,090204,115400,3
RTS,0,240506,090204,115400,4
RTS,0,240506,090204,115400,1
RTS,0,240506,090205,115400,2
RTS,0,240506,090205,115400,1
RTS,0,240506,090205,115390,1
RTS,0,240506,090205,115390,2
RTS,0,240506,090210,115400,1
RTS,0,240506,090212,115410,1
RTS,0,240506,090212,115410,1
RTS,0,240506,090212,115410,1
RTS,0,240506,090212,115420,2
RTS,0,240506,090214,115400,1
RTS,0,240506,090214,115390,1
RTS,0,240506,090218,115390,1
RTS,0,240506,090235,115410,1
RTS,0,240506,090235,115400,2
RTS,0,240506,090235,115400,3
RTS,0,240506,090235,115400,1
RTS,0,240506,090238,115400,1
RTS,0,240506,090240,115390,3
RTS,0,240506,090247,115390,1
RTS,0,240506,090251,115400,1
RTS,0,240506,090301,115390,3
RTS,0,240506,090301,115390,1
RTS,0,240506,090301,115390,2
RTS,0,240506,090307,115400,1
RTS,0,240506,090307,115400,1
RTS,0,240506,090307,115400,7
RTS,0,240506,090307,115410,1
RTS,0,240506,090307,115410,3
RTS,0,240506,090307,115410,1
RTS,0,240506,090307,115410,1
RTS,0,240506,090307,115420,1
RTS,0,240506,090307,115420,3
RTS,0,240506,090307,115420,1
RTS,0,240506,090307,115420,1
RTS,0,240506,090307,115420,4
RTS,0,240506,090307,115430,3
RTS,0,240506,090307,115430,3
RTS,0,240506,090307,115430,1
RTS,0,240506,090307,115430,4
RTS,0,240506,090307,115430,1
RTS,0,240506,090308,115440,1
RTS,0,240506,090308,115410,3
RTS,0,240506,090308,115440,1
RTS,0,240506,090309,115440,2
RTS,0,240506,090309,115440,3
RTS,0,240506,090319,115450,1
RTS,0,240506,090320,115450,1
RTS,0,240506,090320,115450,1
RTS,0,240506,090320,115450,1
RTS,0,240506,090320,115450,1
RTS,0,240506,090320,115450,1
RTS,0,240506,090320,115450,1
RTS,0,240506,090321,115450,2
RTS,0,240506,090321,115480,1
RTS,0,240506,090321,115480,1
RTS,0,240506,090321,115490,1
RTS,0,240506,090321,115490,1
RTS,0,240506,090321,115490,2
RTS,0,240506,090321,115490,3
RTS,0,240506,090321,115490,4
RTS,0,240506,090321,115490,1
RTS,0,240506,090321,115490,1
RTS,0,240506,090321,115490,1
RTS,0,240506,090321,115490,1
RTS,0,240506,090322,115500,1
RTS,0,240506,090323,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115500,1
RTS,0,240506,090327,115490,3
RTS,0,240506,090327,115490,3
RTS,0,240506,090327,115500,1
RTS,0,240506,090330,115490,1
RTS,0,240506,090331,115500,1
RTS,0,240506,090332,115500,1
RTS,0,240506,090337,115500,1
RTS,0,240506,090337,115500,1
RTS,0,240506,090337,115500,1
RTS,0,240506,090337,115500,1
RTS,0,240506,090344,115500,1
RTS,0,240506,090346,115490,1
RTS,0,240506,090347,115490,1
RTS,0,240506,090347,115490,1
RTS,0,240506,090347,115490,1
RTS,0,240506,090347,115500,1
RTS,0,240506,090347,115500,2
RTS,0,240506,090348,115480,3
RTS,0,240506,090348,115480,1
RTS,0,240506,090348,115480,1
RTS,0,240506,090357,115480,1
RTS,0,240506,090357,115490,1
RTS,0,240506,090357,115490,1
RTS,0,240506,090357,115490,1
RTS,0,240506,090357,115490,1
RTS,0,240506,090357,115490,2
RTS,0,240506,090357,115490,3
RTS,0,240506,090400,115460,1
RTS,0,240506,090401,115470,1
RTS,0,240506,090405,115470,1
RTS,0,240506,090405,115480,1
RTS,0,240506,090405,115480,1
RTS,0,240506,090405,115480,3
RTS,0,240506,090405,115480,1
RTS,0,240506,090405,115480,3
RTS,0,240506,090405,115480,1
RTS,0,240506,090405,115490,1
RTS,0,240506,090405,115490,1
RTS,0,240506,090405,115490,3
RTS,0,240506,090405,115490,4
RTS,0,240506,090405,115490,1
RTS,0,240506,090405,115490,1
RTS,0,240506,090405,115490,1
RTS,0,240506,090405,115490,2
RTS,0,240506,090405,115490,2
RTS,0,240506,090405,115500,1
RTS,0,240506,090405,115500,4
RTS,0,240506,090405,115500,3
RTS,0,240506,090405,115500,2
RTS,0,240506,090405,115500,1
RTS,0,240506,090405,115500,1
RTS,0,240506,090405,115500,1
RTS,0,240506,090405,115500,2
RTS,0,240506,090405,115500,3
RTS,0,240506,090406,115500,1
RTS,0,240506,090406,115510,1
RTS,0,240506,090406,115510,2
RTS,0,240506,090406,115510,1
RTS,0,240506,090406,115510,1
RTS,0,240506,090406,115500,1
RTS,0,240506,090406,115500,1
RTS,0,240506,090406,115500,1
RTS,0,240506,090406,115500,1
RTS,0,240506,090406,115500,1
RTS,0,240506,090407,115490,2
RTS,0,240506,090408,115500,6
RTS,0,240506,090408,115500,1
RTS,0,240506,090409,115500,1
RTS,0,240506,090411,115500,1
RTS,0,240506,090412,115520,1
RTS,0,240506,090412,115520,1
RTS,0,240506,090412,115520,1
RTS,0,240506,090412,115520,2
RTS,0,240506,090412,115530,1
RTS,0,240506,090412,115520,1
RTS,0,240506,090415,115520,2
RTS,0,240506,090416,115510,1
RTS,0,240506,090416,115510,3
RTS,0,240506,090417,115520,1
RTS,0,240506,090417,115530,1
RTS,0,240506,090417,115530,1
RTS,0,240506,090417,115530,3
RTS,0,240506,090417,115540,1
RTS,0,240506,090417,115540,1
RTS,0,240506,090417,115540,1
RTS,0,240506,090417,115540,1
RTS,0,240506,090417,115540,1
RTS,0,240506,090417,115540,1
RTS,0,240506,090417,115550,1
RTS,0,240506,090419,115550,1
RTS,0,240506,090419,115550,5
RTS,0,240506,090421,115550,1
RTS,0,240506,090422,115540,4
RTS,0,240506,090422,115540,1
RTS,0,240506,090422,115540,1
RTS,0,240506,090422,115530,1
RTS,0,240506,090422,115530,1
RTS,0,240506,090422,115530,1
RTS,0,240506,090422,115540,2
RTS,0,240506,090422,115540,2
RTS,0,240506,090422,115540,1
RTS,0,240506,090422,115520,3
RTS,0,240506,090422,115520,1
RTS,0,240506,090422,115520,1
RTS,0,240506,090422,115510,1
RTS,0,240506,090422,115510,1
RTS,0,240506,090424,115510,2
RTS,0,240506,090424,115510,4
RTS,0,240506,090424,115510,1
RTS,0,240506,090424,115500,1
RTS,0,240506,090427,115500,1
RTS,0,240506,090427,115500,1
RTS,0,240506,090427,115500,1
RTS,0,240506,090427,115490,1
RTS,0,240506,090427,115490,2
RTS,0,240506,090436,115480,1
RTS,0,240506,090436,115480,1
RTS,0,240506,090436,115480,1
RTS,0,240506,090440,115500,3
RTS,0,240506,090440,115500,7
RTS,0,240506,090440,115500,1
RTS,0,240506,090444,115510,1
RTS,0,240506,090452,115500,2
RTS,0,240506,090452,115500,2
RTS,0,240506,090453,115500,2
RTS,0,240506,090453,115500,1
RTS,0,240506,090453,115500,1
RTS,0,240506,090455,115500,2
RTS,0,240506,090455,115500,1
RTS,0,240506,090500,115490,1
RTS,0,240506,090503,115490,1
RTS,0,240506,090504,115490,1
RTS,0,240506,090504,115480,2
RTS,0,240506,090504,115480,1
RTS,0,240506,090504,115480,2
RTS,0,240506,090504,115490,2
RTS,0,240506,090505,115500,1
RTS,0,240506,090505,115490,1
RTS,0,240506,090505,115480,1
RTS,0,240506,090505,115480,2
RTS,0,240506,090505,115480,1
RTS,0,240506,090505,115480,1
RTS,0,240506,090505,115480,3
RTS,0,240506,090505,115480,1
RTS,0,240506,090505,115480,4
RTS,0,240506,090505,115470,3
RTS,0,240506,090505,115470,5
RTS,0,240506,090507,115480,1
RTS,0,240506,090517,115490,5
RTS,0,240506,090518,115490,1
RTS,0,240506,090520,115490,1
RTS,0,240506,090524,115480,1
RTS,0,240506,090537,115480,1
RTS,0,240506,090545,115490,1
RTS,0,240506,090621,115490,1
RTS,0,240506,090658,115490,1
RTS,0,240506,090658,115490,4
RTS,0,240506,090703,115490,2
RTS,0,240506,090712,115490,1
RTS,0,240506,090716,115490,2
RTS,0,240506,090729,115480,1
RTS,0,240506,090729,115480,1
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,3
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,1
RTS,0,240506,090732,115490,2
RTS,0,240506,090732,115490,4
RTS,0,240506,090732,115490,5
RTS,0,240506,090750,115490,4
RTS,0,240506,090753,115490,6
RTS,0,240506,090753,115490,4
RTS,0,240506,090753,115500,1
RTS,0,240506,090753,115500,1
RTS,0,240506,090753,115500,1
RTS,0,240506,090753,115500,2
RTS,0,240506,090753,115500,2
RTS,0,240506,090753,115500,4
RTS,0,240506,090753,115500,2
RTS,0,240506,090753,115500,1
RTS,0,240506,090753,115500,1
RTS,0,240506,090753,115500,3
RTS,0,240506,090753,115500,1
RTS,0,240506,090828,115500,1
RTS,0,240506,090828,115500,1
RTS,0,240506,090828,115500,1
RTS,0,240506,090844,115480,2
RTS,0,240506,090844,115480,1
RTS,0,240506,090900,115480,1
RTS,0,240506,090900,115480,1
RTS,0,240506,090922,115470,2
RTS,0,240506,090922,115470,2
RTS,0,240506,090936,115480,4
RTS,0,240506,091000,115480,1
RTS,0,240506,091012,115480,1
RTS,0,240506,091039,115470,3
RTS,0,240506,091043,115470,5
RTS,0,240506,091044,115480,1
RTS,0,240506,091056,115480,1
RTS,0,240506,091105,115470,1
RTS,0,240506,091106,115470,6
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,2
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091106,115470,1
RTS,0,240506,091117,115460,1
RTS,0,240506,091118,115470,2
RTS,0,240506,091123,115470,2
RTS,0,240506,091123,115470,3
RTS,0,240506,091123,115470,1
RTS,0,240506,091123,115480,1
RTS,0,240506,091133,115470,2
RTS,0,240506,091133,115470,3
RTS,0,240506,091133,115460,1
RTS,0,240506,091141,115480,1
RTS,0,240506,091142,115490,1
RTS,0,240506,091142,115490,1
RTS,0,240506,091142,115490,1
RTS,0,240506,091142,115490,1
RTS,0,240506,091151,115470,1
RTS,0,240506,091213,115480,3
RTS,0,240506,091213,115490,4
RTS,0,240506,091213,115490,1
RTS,0,240506,091213,115490,2
RTS,0,240506,091217,115480,3
RTS,0,240506,091325,115480,1
RTS,0,240506,091325,115480,2
RTS,0,240506,091335,115480,3
RTS,0,240506,091335,115480,1
RTS,0,240506,091335,115480,1
RTS,0,240506,091338,115470,1
RTS,0,240506,091403,115470,1
RTS,0,240506,091421,115470,3
RTS,0,240506,091424,115470,1
RTS,0,240506,091436,115460,1
RTS,0,240506,091459,115460,1
RTS,0,240506,091513,115460,1
RTS,0,240506,091513,115460,1
RTS,0,240506,091513,115460,1
RTS,0,240506,091513,115450,1
RTS,0,240506,091513,115450,2
RTS,0,240506,091513,115440,1
RTS,0,240506,091514,115440,1
RTS,0,240506,091514,115440,1
RTS,0,240506,091514,115440,1
RTS,0,240506,091521,115450,2
RTS,0,240506,091542,115450,1
RTS,0,240506,091619,115450,1
RTS,0,240506,091627,115450,1
RTS,0,240506,091635,115450,1
RTS,0,240506,091642,115440,1
RTS,0,240506,091645,115450,1
RTS,0,240506,091647,115440,1
RTS,0,240506,091647,115440,2
RTS,0,240506,091653,115440,3
RTS,0,240506,091655,115450,1
RTS,0,240506,091702,115440,2
RTS,0,240506,091737,115450,1
RTS,0,240506,091738,115450,1
RTS,0,240506,091741,115450,5
RTS,0,240506,091745,115450,1
RTS,0,240506,091751,115450,1
RTS,0,240506,091753,115450,1
RTS,0,240506,091753,115460,2
RTS,0,240506,091753,115460,1
RTS,0,240506,091753,115460,1
RTS,0,240506,091753,115460,3
RTS,0,240506,091801,115460,4
RTS,0,240506,091801,115470,1
RTS,0,240506,091801,115470,3
RTS,0,240506,091801,115470,1
RTS,0,240506,091801,115470,1
RTS,0,240506,091801,115470,1
RTS,0,240506,091806,115480,3
RTS,0,240506,091806,115480,3
RTS,0,240506,091810,115480,2
RTS,0,240506,091810,115480,1
RTS,0,240506,091810,115480,1
RTS,0,240506,091817,115470,2
RTS,0,240506,091848,115480,3
RTS,0,240506,091848,115480,3
RTS,0,240506,091848,115480,1
RTS,0,240506,091848,115490,3
RTS,0,240506,091848,115490,4
RTS,0,240506,091849,115490,1
RTS,0,240506,091858,115490,1
RTS,0,240506,091910,115490,1
RTS,0,240506,091917,115480,1
RTS,0,240506,091920,115490,1
RTS,0,240506,091921,115480,1
RTS,0,240506,091921,115480,1
RTS,0,240506,091932,115470,1
RTS,0,240506,091932,115470,2
RTS,0,240506,091939,115460,2
RTS,0,240506,091954,115460,3
RTS,0,240506,092001,115460,2
RTS,0,240506,092011,115460,1
RTS,0,240506,092011,115460,2
RTS,0,240506,092011,115460,2
RTS,0,240506,092011,115460,1
RTS,0,240506,092014,115460,5
RTS,0,240506,092014,115460,1
RTS,0,240506,092033,115470,3
RTS,0,240506,092039,115470,1
RTS,0,240506,092045,115470,3
RTS,0,240506,092123,115470,1
RTS,0,240506,092151,115480,1
RTS,0,240506,092344,115490,2
RTS,0,240506,092348,115480,1
RTS,0,240506,092348,115480,1
RTS,0,240506,092348,115470,3
RTS,0,240506,092438,115480,1
RTS,0,240506,092457,115480,1
RTS,0,240506,092457,115480,1
RTS,0,240506,092522,115480,5
RTS,0,240506,092522,115480,2
RTS,0,240506,092527,115490,1
RTS,0,240506,092549,115480,2
RTS,0,240506,092553,115480,2
RTS,0,240506,092553,115480,3
RTS,0,240506,092602,115490,6
RTS,0,240506,092609,115490,3
RTS,0,240506,092629,115490,1
RTS,0,240506,092630,115490,3
RTS,0,240506,092634,115490,1
RTS,0,240506,092718,115480,1
RTS,0,240506,092718,115480,1
RTS,0,240506,092719,115480,1
RTS,0,240506,092721,115490,9
RTS,0,240506,092723,115490,3
RTS,0,240506,092727,115480,6
RTS,0,240506,092727,115480,6
RTS,0,240506,092727,115480,2
RTS,0,240506,092727,115480,2
RTS,0,240506,092727,115480,1
RTS,0,240506,092727,115480,1
RTS,0,240506,092727,115480,1
RTS,0,240506,092744,115470,2
RTS,0,240506,092809,115470,7
RTS,0,240506,092811,115470,1
RTS,0,240506,092828,115470,1
RTS,0,240506,092833,115470,4
RTS,0,240506,092929,115480,1
RTS,0,240506,092944,115490,1
RTS,0,240506,092945,115490,1
RTS,0,240506,092951,115490,2
RTS,0,240506,093004,115490,2
RTS,0,240506,093018,115470,1
RTS,0,240506,093018,115470,2
RTS,0,240506,093022,115470,2
RTS,0,240506,093023,115480,1
RTS,0,240506,093027,115470,4
RTS,0,240506,093030,115480,1
RTS,0,240506,093030,115480,1
RTS,0,240506,093030,115490,4
RTS,0,240506,093034,115470,1
RTS,0,240506,093056,115470,3
RTS,0,240506,093127,115480,2
RTS,0,240506,093127,115480,1
RTS,0,240506,093127,115480,1
RTS,0,240506,093127,115480,3
RTS,0,240506,093152,115490,6
RTS,0,240506,093152,115490,3
RTS,0,240506,093152,115490,2
RTS,0,240506,093153,115500,2
RTS,0,240506,093253,115490,1
RTS,0,240506,093253,115490,1
RTS,0,240506,093312,115490,1
RTS,0,240506,093312,115490,1
RTS,0,240506,093347,115500,1
RTS,0,240506,093347,115500,1
RTS,0,240506,093347,115500,1
RTS,0,240506,093406,115500,1
RTS,0,240506,093406,115500,1
RTS,0,240506,093406,115500,2
RTS,0,240506,093406,115500,1
RTS,0,240506,093406,115500,1
RTS,0,240506,093406,115500,1
RTS,0,240506,093410,115500,1
RTS,0,240506,093414,115500,2
RTS,0,240506,093454,115500,3
RTS,0,240506,093507,115510,2
RTS,0,240506,093507,115510,1
RTS,0,240506,093617,115500,1
RTS,0,240506,093617,115510,1
RTS,0,240506,093618,115510,1
RTS,0,240506,093631,115510,1
RTS,0,240506,093631,115510,1
RTS,0,240506,093700,115500,1
RTS,0,240506,093705,115500,2
RTS,0,240506,093706,115500,1
RTS,0,240506,093731,115500,1
RTS,0,240506,093742,115500,1
RTS,0,240506,093814,115500,1
RTS,0,240506,093819,115500,1
RTS,0,240506,094007,115510,1
RTS,0,240506,094008,115510,1
RTS,0,240506,094020,115500,2
RTS,0,240506,094024,115500,3
RTS,0,240506,094025,115500,1
RTS,0,240506,094025,115500,2
RTS,0,240506,094025,115500,1
RTS,0,240506,094025,115500,1
RTS,0,240506,094025,115500,2
RTS,0,240506,094032,115500,1
RTS,0,240506,094032,115500,1
RTS,0,240506,094032,115490,1
RTS,0,240506,094032,115490,2
RTS,0,240506,094038,115500,1
RTS,0,240506,094040,115490,1
RTS,0,240506,094040,115490,1
RTS,0,240506,094040,115480,1
RTS,0,240506,094040,115480,2
RTS,0,240506,094040,115480,1
RTS,0,240506,094040,115470,1
RTS,0,240506,094118,115470,2
RTS,0,240506,094119,115470,1
RTS,0,240506,094119,115470,1
RTS,0,240506,094126,115480,1
RTS,0,240506,094224,115470,1
RTS,0,240506,094342,115480,1
RTS,0,240506,094342,115480,1
RTS,0,240506,094343,115480,2
RTS,0,240506,094343,115480,2
RTS,0,240506,094343,115480,1
RTS,0,240506,094343,115470,1
RTS,0,240506,094344,115470,1
RTS,0,240506,094344,115470,1
RTS,0,240506,094525,115490,1
RTS,0,240506,094525,115500,3
RTS,0,240506,094525,115500,1
RTS,0,240506,094525,115500,2
RTS,0,240506,094525,115480,1
RTS,0,240506,094608,115480,1
RTS,0,240506,094608,115480,1
RTS,0,240506,094648,115500,1
RTS,0,240506,094649,115490,1
RTS,0,240506,094649,115490,3
RTS,0,240506,094649,115490,2
RTS,0,240506,094649,115490,1
RTS,0,240506,094649,115490,4
RTS,0,240506,094649,115480,1
RTS,0,240506,094649,115480,3
RTS,0,240506,094649,115480,2
RTS,0,240506,094722,115490,2
RTS,0,240506,094722,115490,2
RTS,0,240506,094740,115500,3
RTS,0,240506,094740,115500,1
RTS,0,240506,094755,115500,1
RTS,0,240506,094820,115500,1
RTS,0,240506,094826,115510,1
RTS,0,240506,094828,115510,5
RTS,0,240506,094843,115510,1
RTS,0,240506,094855,115510,1
RTS,0,240506,094900,115510,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,6
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115520,1
RTS,0,240506,094901,115530,1
RTS,0,240506,094908,115530,1
RTS,0,240506,094920,115520,1
RTS,0,240506,094920,115520,3
RTS,0,240506,094920,115520,2
RTS,0,240506,094950,115530,1
RTS,0,240506,094950,115530,1
RTS,0,240506,094958,115530,2
RTS,0,240506,094958,115540,2
RTS,0,240506,094958,115540,5
RTS,0,240506,094958,115540,3
RTS,0,240506,095019,115530,1
RTS,0,240506,095019,115530,2
RTS,0,240506,095019,115530,13
RTS,0,240506,095019,115530,1
RTS,0,240506,095019,115530,3
RTS,0,240506,095019,115530,4
RTS,0,240506,095019,115530,2
RTS,0,240506,095019,115530,1
RTS,0,240506,095020,115520,1
RTS,0,240506,095020,115520,1
RTS,0,240506,095020,115520,3
RTS,0,240506,095020,115520,1
RTS,0,240506,095024,115530,1
RTS,0,240506,095047,115540,1
RTS,0,240506,095055,115530,1
RTS,0,240506,095058,115530,2
RTS,0,240506,095059,115530,6
RTS,0,240506,095059,115530,1
RTS,0,240506,095126,115540,1
RTS,0,240506,095126,115540,1
RTS,0,240506,095131,115550,6
RTS,0,240506,095132,115550,2
RTS,0,240506,095139,115550,3
RTS,0,240506,095142,115540,2
RTS,0,240506,095142,115540,3
RTS,0,240506,095142,115540,1
RTS,0,240506,095142,115540,1
RTS,0,240506,095142,115540,2
RTS,0,240506,095206,115550,6
RTS,0,240506,095206,115550,4
RTS,0,240506,095206,115550,4
RTS,0,240506,095207,115550,6
RTS,0,240506,095207,115550,1
RTS,0,240506,095207,115550,2
RTS,0,240506,095218,115560,1
RTS,0,240506,095219,115560,1
RTS,0,240506,095219,115560,1
RTS,0,240506,095219,115560,1
RTS,0,240506,095225,115560,1
RTS,0,240506,095231,115550,1
RTS,0,240506,095231,115550,1
RTS,0,240506,095231,115560,1
RTS,0,240506,095235,115560,2
RTS,0,240506,095235,115560,2
RTS,0,240506,095235,115560,1
RTS,0,240506,095238,115560,1
RTS,0,240506,095238,115560,2
RTS,0,240506,095238,115560,1
RTS,0,240506,095238,115560,4
RTS,0,240506,095241,115560,5
RTS,0,240506,095241,115560,1
RTS,0,240506,095243,115560,2
RTS,0,240506,095251,115570,1
RTS,0,240506,095251,115570,1
RTS,0,240506,095251,115570,1
RTS,0,240506,095251,115570,2
RTS,0,240506,095251,115570,1
RTS,0,240506,095251,115570,1
RTS,0,240506,095251,115570,1
RTS,0,240506,095252,115580,5
RTS,0,240506,095252,115580,3
RTS,0,240506,095252,115580,2
RTS,0,240506,095252,115580,3
RTS,0,240506,095252,115580,1
RTS,0,240506,095252,115580,1
RTS,0,240506,095253,115580,1
RTS,0,240506,095255,115590,1
RTS,0,240506,095255,115590,1
RTS,0,240506,095255,115590,3
RTS,0,240506,095302,115590,1
RTS,0,240506,095303,115590,1
RTS,0,240506,095307,115590,1
RTS,0,240506,095309,115590,2
RTS,0,240506,095315,115580,1
RTS,0,240506,095331,115580,1
RTS,0,240506,095334,115590,3
RTS,0,240506,095334,115590,1
RTS,0,240506,095334,115590,1
RTS,0,240506,095336,115590,1
RTS,0,240506,095352,115580,1
RTS,0,240506,095354,115580,1
RTS,0,240506,095354,115590,1
RTS,0,240506,095355,115580,1
RTS,0,240506,095400,115600,1
RTS,0,240506,095400,115600,1
RTS,0,240506,095400,115590,2
RTS,0,240506,095401,115600,1
RTS,0,240506,095434,115610,1
RTS,0,240506,095434,115610,1
RTS,0,240506,095434,115610,1
RTS,0,240506,095435,115610,1
RTS,0,240506,095436,115610,2
RTS,0,240506,095436,115610,1
RTS,0,240506,095436,115620,1
RTS,0,240506,095436,115620,1
RTS,0,240506,095436,115620,1
RTS,0,240506,095436,115620,1
RTS,0,240506,095436,115620,1
RTS,0,240506,095450,115610,3
RTS,0,240506,095456,115610,1
RTS,0,240506,095501,115610,1
